"director","target","File","round","peaks1","peaks2","gesture1","gesture2","range1","range2","transitions","pair"
"B",6,"pair16.eaf",2,18,38,9,16,0.109505,0.154544,7,16
"B",6,"pair17.eaf",2,7,42,19,6,0,0.114006,5,17
"B",6,"pair18.eaf",2,8,13,2,8,0.094406,0.089638,3,18
"B",6,"pair20.eaf",2,8,29,29,23,0.144931,0.14893,4,20
"B",6,"pair21.eaf",2,40,65,29,10,0.112809,0.179968,22,21
"B",6,"pair22.eaf",2,14,18,12,11,0.264444,0.103975,3,22
"B",6,"pair23.eaf",2,3,31,12,20,0.067986,0.090574,1,23
"B",6,"pair24.eaf",2,5,30,24,22,0,0.258443,3,24
"B",9,"pair04.eaf",3,25,56,27,36,0.084291,0.105615,14,4
"B",9,"pair05.eaf",3,13,43,34,28,0.134109,0.176729,7,5
"B",9,"pair07.eaf",3,3,41,17,21,0.03408,0.173318,4,7
"B",9,"pair08.eaf",3,16,25,10,7,0.156769,0.11671,9,8
"B",9,"pair09.eaf",3,9,31,9,14,0.062157,0.104396,5,9
"B",9,"pair10.eaf",3,15,35,28,18,0.198888,0.132162,5,10
"B",9,"pair11.eaf",3,8,26,12,0,0.164434,0.011106,2,11
"B",9,"pair12.eaf",3,3,20,15,8,0,0.07633,3,12
"B",9,"pair13.eaf",3,3,61,16,13,0.078474,0.117335,1,13
"B",9,"pair14.eaf",3,44,131,42,46,0.152734,0.183721,24,14
"B",9,"pair15.eaf",3,11,47,21,11,0.075205,0.16599,5,15
"B",9,"pair16.eaf",3,28,42,9,18,0.170047,0.207728,7,16
"B",9,"pair17.eaf",3,4,32,19,23,0,0.121562,3,17
"B",9,"pair18.eaf",3,9,19,7,7,0.073601,0.082664,5,18
"B",9,"pair20.eaf",3,5,12,1,10,0.090779,0.113946,2,20
"B",9,"pair21.eaf",3,3,28,15,17,0.14658,0.130925,3,21
"B",9,"pair22.eaf",3,50,76,44,58,0.088168,0.084841,21,22
"B",9,"pair23.eaf",3,4,24,16,20,0.090248,0.122943,7,23
"B",9,"pair24.eaf",3,17,46,12,32,0.230541,0.068841,18,24
"B",11,"pair04.eaf",3,5,31,11,25,0.058698,0.106135,3,4
"B",11,"pair05.eaf",3,7,22,6,12,0.19605,0.146929,3,5
"B",11,"pair07.eaf",3,2,23,9,11,0.033523,0.147672,4,7
"B",11,"pair08.eaf",3,22,6,15,19,0.087292,0.038027,3,8
"B",11,"pair09.eaf",3,22,31,18,9,0.080887,0.10912,9,9
"B",11,"pair10.eaf",3,5,19,6,16,0.181953,0.082111,5,10
"B",11,"pair11.eaf",3,9,52,16,29,0.089613,0.116535,6,11
"B",11,"pair12.eaf",3,1,8,8,7,0,0.061916,1,12
"B",11,"pair13.eaf",3,4,29,11,7,0.028779,0.110443,1,13
"B",11,"pair14.eaf",3,5,30,8,16,0,0.151452,3,14
"B",11,"pair15.eaf",3,24,27,14,16,0.071143,0.166356,11,15
"B",11,"pair16.eaf",3,13,35,24,20,0.042935,0.25453,3,16
"B",11,"pair17.eaf",3,3,25,13,8,0,0.101758,1,17
"B",11,"pair18.eaf",3,12,36,12,15,0.124734,0.079922,8,18
"B",11,"pair20.eaf",3,3,10,6,5,0.114506,0.211223,3,20
"B",11,"pair21.eaf",3,10,24,9,3,0.05753,0.170208,5,21
"B",11,"pair22.eaf",3,33,36,34,31,0.166049,0.092868,10,22
"B",11,"pair23.eaf",3,6,22,19,17,0.104307,0.073492,5,23
"B",11,"pair24.eaf",3,7,40,13,16,0,0.156395,7,24
"B",5,"pair04.eaf",3,3,40,9,22,0.071952,0.104436,4,4
"B",5,"pair05.eaf",3,5,13,8,9,0.043024,0.127667,3,5
"B",5,"pair07.eaf",3,2,13,6,11,0.067289,0.136495,1,7
"B",5,"pair08.eaf",3,30,0,12,20,0.099994,0,3,8
"B",5,"pair09.eaf",3,10,18,11,8,0.081061,0.120434,5,9
"B",5,"pair10.eaf",3,8,16,10,3,0.178042,0.115631,3,10
"B",5,"pair11.eaf",3,9,15,4,13,0.11751,0.135077,3,11
"B",5,"pair12.eaf",3,7,23,17,15,0.199818,0.095158,3,12
"B",5,"pair13.eaf",3,20,31,17,22,0.154772,0.093379,5,13
"B",5,"pair14.eaf",3,5,28,2,12,0,0.142904,1,14
"B",5,"pair15.eaf",3,16,20,8,9,0.078187,0.220689,3,15
"B",5,"pair16.eaf",3,27,66,20,37,0.126864,0.158343,19,16
"B",5,"pair17.eaf",3,1,20,13,10,0,0.086701,1,17
"B",5,"pair18.eaf",3,15,71,24,15,0.16724,0.099327,10,18
"B",5,"pair20.eaf",3,7,16,7,9,0.134209,0.171487,4,20
"B",5,"pair21.eaf",3,4,10,6,4,0.082661,0.131107,1,21
"B",5,"pair22.eaf",3,16,23,1,12,0.072683,0.130167,3,22
"B",5,"pair23.eaf",3,15,77,54,41,0.06711,0.07864,9,23
"B",5,"pair24.eaf",3,8,11,10,10,0.150074,0.0943,4,24
"B",3,"pair04.eaf",3,3,27,4,17,0.026137,0.087138,4,4
"B",3,"pair05.eaf",3,9,14,7,6,0.159588,0.142822,5,5
"B",3,"pair07.eaf",3,2,20,9,12,0,0.128324,1,7
"B",3,"pair08.eaf",3,2,17,4,10,0,0.137673,3,8
"B",3,"pair09.eaf",3,3,5,3,3,0.136566,0.108451,1,9
"B",3,"pair10.eaf",3,3,14,17,10,0.120856,0.069245,1,10
"B",3,"pair11.eaf",3,6,23,5,11,0.134478,0.100789,5,11
"B",3,"pair12.eaf",3,4,6,0,3,0.015438,0,1,12
"B",3,"pair13.eaf",3,12,5,5,11,0.16589,0.075149,1,13
"B",3,"pair14.eaf",3,8,31,5,5,0,0.110819,3,14
"B",3,"pair15.eaf",3,15,17,14,3,0.06474,0.165581,6,15
"B",3,"pair16.eaf",3,11,17,8,9,0.156407,0.144045,8,16
"B",3,"pair17.eaf",3,3,4,4,7,0,0.077714,1,17
"B",3,"pair18.eaf",3,5,20,6,2,0.085102,0.071379,6,18
"B",3,"pair20.eaf",3,9,9,3,4,0.087668,0.103743,4,20
"B",3,"pair21.eaf",3,10,21,13,11,0.050628,0.137921,3,21
"B",3,"pair22.eaf",3,8,12,8,8,0.173023,0.129394,3,22
"B",3,"pair23.eaf",3,5,35,19,17,0.174348,0.095932,7,23
"B",3,"pair24.eaf",3,4,16,1,9,0,0.164351,1,24
"B",15,"pair04.eaf",3,2,34,9,17,0.041554,0.089645,5,4
"B",15,"pair05.eaf",3,6,25,16,11,0.074561,0.125534,4,5
"B",15,"pair07.eaf",3,4,16,6,8,0.023983,0.007749,1,7
"B",15,"pair08.eaf",3,17,0,1,12,0.100632,0,6,8
"B",15,"pair09.eaf",3,14,24,18,17,0.06628,0.125622,9,9
"B",15,"pair10.eaf",3,7,18,21,11,0.129161,0.185218,1,10
"B",15,"pair11.eaf",3,5,41,5,4,0.083991,0.117938,6,11
"B",15,"pair12.eaf",3,3,18,8,4,0,0.085736,1,12
"B",15,"pair13.eaf",3,6,34,9,15,0.067717,0.132064,1,13
"B",15,"pair14.eaf",3,3,13,5,10,0,0.149115,1,14
"B",15,"pair15.eaf",3,16,36,18,7,0.064569,0.135052,5,15
"B",15,"pair16.eaf",3,19,31,10,14,0.106246,0.158388,7,16
"B",15,"pair17.eaf",3,3,25,21,11,0,0.070075,1,17
"B",15,"pair18.eaf",3,2,14,7,6,0.137841,0.068145,1,18
"B",15,"pair20.eaf",3,10,23,8,9,0.137639,0.12357,7,20
"B",15,"pair21.eaf",3,12,13,6,12,0.139051,0.324411,7,21
"B",15,"pair22.eaf",3,11,20,13,9,0.076551,0.076148,3,22
"B",15,"pair23.eaf",3,5,33,14,23,0.180572,0.078354,5,23
"B",15,"pair24.eaf",3,1,25,8,3,0,0.162704,3,24
"B",1,"pair04.eaf",3,3,41,16,15,0.027922,0.083875,5,4
"B",1,"pair05.eaf",3,10,26,20,10,0.129165,0.122561,7,5
"B",1,"pair07.eaf",3,5,11,20,13,0.079796,0.114105,1,7
"B",1,"pair08.eaf",3,24,0,17,9,0.136641,0,3,8
"B",1,"pair09.eaf",3,5,19,9,6,0.054165,0.086037,1,9
"B",1,"pair10.eaf",3,5,25,18,12,0.192382,0.157272,2,10
"B",1,"pair11.eaf",3,7,24,12,22,0.060876,0.1149,9,11
"B",1,"pair12.eaf",3,3,9,15,6,0,0.06243,1,12
"B",1,"pair13.eaf",3,7,21,9,2,0.064735,0.109368,6,13
"B",1,"pair14.eaf",3,6,18,7,3,0.101068,0.108731,1,14
"B",1,"pair15.eaf",3,12,27,7,13,0.044335,0.209627,3,15
"B",1,"pair16.eaf",3,8,32,5,12,0.361563,0.163042,5,16
"B",1,"pair17.eaf",3,5,26,16,13,0,0.066568,1,17
"B",1,"pair18.eaf",3,3,20,4,11,0.097509,0.092935,1,18
"B",1,"pair20.eaf",3,5,25,19,4,0.099008,0.122957,3,20
"B",1,"pair21.eaf",3,34,25,16,20,0.117184,0.125927,6,21
"B",1,"pair22.eaf",3,9,16,0,13,0.237484,0.14542,1,22
"B",1,"pair23.eaf",3,2,20,8,10,0.060907,0.179397,5,23
"B",1,"pair24.eaf",3,5,37,20,7,0.009342,0.10729,3,24
"B",7,"pair04.eaf",3,3,32,15,8,0.075757,0.104013,2,4
"B",7,"pair05.eaf",3,10,13,10,4,0.201118,0.155849,2,5
"B",7,"pair07.eaf",3,3,13,3,9,0.032765,0.147647,4,7
"B",7,"pair08.eaf",3,60,13,41,33,0.110502,0.049591,11,8
"B",7,"pair09.eaf",3,10,28,14,9,0.0823,0.098778,7,9
"B",7,"pair10.eaf",3,8,12,14,8,0.140317,0.121264,2,10
"B",7,"pair11.eaf",3,4,20,6,10,0.159413,0.089,1,11
"B",7,"pair12.eaf",3,2,6,8,3,0,0.066296,1,12
"B",7,"pair13.eaf",3,14,16,7,6,0.12503,0.13365,5,13
"B",7,"pair14.eaf",3,3,12,0,10,0,0.122745,1,14
"B",7,"pair15.eaf",3,8,18,7,14,0.039682,0.134054,3,15
"B",7,"pair16.eaf",3,19,28,22,8,0.263217,0.146233,4,16
"B",7,"pair17.eaf",3,10,30,19,15,0,0.106358,7,17
"B",7,"pair18.eaf",3,12,12,0,12,0.079997,0.091571,4,18
"B",7,"pair20.eaf",3,4,17,7,9,0.094784,0.119113,1,20
"B",7,"pair21.eaf",3,42,56,39,31,0.10934,0.167862,23,21
"B",7,"pair22.eaf",3,12,19,2,15,0.0837,0.121406,3,22
"B",7,"pair23.eaf",3,6,44,17,29,0.05382,0.098178,7,23
"B",7,"pair24.eaf",3,3,12,12,9,0.157836,0.066904,1,24
"B",13,"pair04.eaf",3,3,48,11,28,0.055076,0.084233,3,4
"B",13,"pair05.eaf",3,8,12,4,6,0.139151,0.166741,3,5
"B",13,"pair07.eaf",3,2,7,4,6,0.006188,0.066394,2,7
"B",13,"pair08.eaf",3,2,24,3,8,0,0.091024,3,8
"B",13,"pair09.eaf",3,6,8,7,4,0.216341,0.088573,1,9
"B",13,"pair10.eaf",3,5,18,7,8,0.183061,0.167505,1,10
"B",13,"pair11.eaf",3,9,27,13,10,0.172331,0.112216,7,11
"B",13,"pair12.eaf",3,2,11,5,4,0,0.049997,1,12
"B",13,"pair13.eaf",3,5,8,5,0,0.181209,0.072804,1,13
"B",13,"pair14.eaf",3,5,23,3,12,0,0.095845,3,14
"B",13,"pair15.eaf",3,16,27,5,9,0.051757,0.129389,5,15
"B",13,"pair16.eaf",3,10,25,13,16,0.166527,0.203967,4,16
"B",13,"pair17.eaf",3,2,18,13,11,0,0.102934,1,17
"B",13,"pair18.eaf",3,9,31,8,22,0.135818,0.061933,5,18
"B",13,"pair20.eaf",3,5,5,4,3,0.149636,0.186711,2,20
"B",13,"pair21.eaf",3,6,7,6,1,0.125021,0.123402,1,21
"B",13,"pair22.eaf",3,23,32,12,16,0.066375,0.074519,6,22
"B",13,"pair23.eaf",3,4,19,0,15,0.084655,0.069152,5,23
"B",13,"pair24.eaf",3,2,5,4,0,0.080176,0.081189,1,24
"B",10,"pair04.eaf",4,4,42,6,19,0.049778,0.111089,5,4
"B",10,"pair05.eaf",4,5,4,2,13,0.197665,0.14505,1,5
"B",10,"pair07.eaf",4,2,3,0,6,0.033788,0.080008,1,7
"B",10,"pair08.eaf",4,55,1,35,37,0.129028,0.035105,15,8
"B",10,"pair09.eaf",4,5,21,12,6,0.090475,0.084291,5,9
"B",10,"pair10.eaf",4,9,20,20,15,0.167906,0.119339,3,10
"B",10,"pair11.eaf",4,17,12,10,16,0.15092,0,4,11
"B",10,"pair12.eaf",4,4,10,4,13,0,0,1,12
"B",10,"pair13.eaf",4,6,7,7,6,0.10391,0.065134,1,13
"B",10,"pair14.eaf",4,7,20,2,12,0,0.123241,3,14
"B",10,"pair15.eaf",4,4,10,7,8,0.141846,0.155663,1,15
"B",10,"pair16.eaf",4,17,37,27,29,0.164062,0.215775,1,16
"B",10,"pair17.eaf",4,2,5,13,7,0,0.008085,1,17
"B",10,"pair18.eaf",4,5,13,9,11,0.179594,0.168274,3,18
"B",10,"pair20.eaf",4,3,17,9,6,0.063137,0.11537,3,20
"B",10,"pair21.eaf",4,20,20,10,15,0.133929,0.103735,4,21
"B",10,"pair22.eaf",4,6,19,4,9,0.092717,0.083483,3,22
"B",10,"pair23.eaf",4,7,28,8,14,0.038107,0.076445,3,23
"B",10,"pair24.eaf",4,5,32,11,17,0.013263,0.138444,1,24
"B",14,"pair04.eaf",4,3,44,11,14,0.029381,0.098848,3,4
"B",14,"pair05.eaf",4,4,20,3,14,0.051086,0.138379,2,5
"B",14,"pair07.eaf",4,2,19,11,8,0.029559,0.152405,3,7
"B",14,"pair08.eaf",4,6,0,3,6,0.106099,0,3,8
"B",14,"pair09.eaf",4,8,16,11,2,0.065402,0.107872,5,9
"B",14,"pair10.eaf",4,3,13,12,14,0.021773,0.107535,1,10
"B",14,"pair11.eaf",4,9,16,8,14,0.103738,0.143419,5,11
"B",14,"pair12.eaf",4,1,10,2,5,0.022913,0.045143,1,12
"B",14,"pair13.eaf",4,39,53,43,25,0.118542,0.090692,9,13
"B",14,"pair14.eaf",4,2,15,5,1,0,0.104541,1,14
"B",14,"pair15.eaf",4,7,19,10,0,0.118246,0.147104,4,15
"B",14,"pair16.eaf",4,4,29,10,17,0.120124,0.204793,1,16
"B",14,"pair17.eaf",4,3,21,7,13,0.050447,0.096698,1,17
"B",14,"pair18.eaf",4,3,21,2,6,0.113972,0.078056,3,18
"B",14,"pair20.eaf",4,3,18,16,2,0.124967,0.106396,1,20
"B",14,"pair21.eaf",4,5,31,24,4,0.134984,0.129165,1,21
"B",14,"pair22.eaf",4,5,15,6,7,0.094081,0.060617,3,22
"B",14,"pair23.eaf",4,4,14,18,5,0.080306,0.081293,5,23
"B",14,"pair24.eaf",4,3,20,13,5,0,0.177336,3,24
"B",8,"pair04.eaf",4,13,72,31,22,0.102384,0.111067,9,4
"B",8,"pair05.eaf",4,4,16,3,5,0.237791,0.164429,1,5
"B",8,"pair07.eaf",4,2,9,5,0,0.301492,0.061534,1,7
"B",8,"pair08.eaf",4,27,23,15,7,0.071321,0.088659,5,8
"B",8,"pair09.eaf",4,6,19,6,6,0.038687,0.093941,2,9
"B",8,"pair10.eaf",4,6,26,15,13,0.075079,0.166401,3,10
"B",8,"pair11.eaf",4,23,87,31,47,0.123969,0.122327,10,11
"B",8,"pair12.eaf",4,5,20,12,9,0,0,2,12
"B",8,"pair13.eaf",4,8,9,5,6,0.039285,0.096121,1,13
"B",8,"pair14.eaf",4,13,48,9,25,0.103885,0.147527,7,14
"B",8,"pair15.eaf",4,4,20,13,8,0.122091,0.136544,3,15
"B",8,"pair16.eaf",4,12,19,10,7,0.1109,0.152183,9,16
"B",8,"pair17.eaf",4,5,41,16,33,0.101029,0.061807,3,17
"B",8,"pair18.eaf",4,3,16,4,6,0.139406,0.080163,1,18
"B",8,"pair20.eaf",4,17,13,8,5,0.140324,0.201193,7,20
"B",8,"pair21.eaf",4,13,14,14,11,0.130961,0.169024,3,21
"B",8,"pair22.eaf",4,9,29,16,15,0.088238,0.06945,6,22
"B",8,"pair23.eaf",4,20,33,21,19,0.086963,0.098118,5,23
"B",8,"pair24.eaf",4,6,22,7,15,0.025249,0.058033,5,24
"B",4,"pair04.eaf",4,3,57,11,20,0.063612,0.105238,2,4
"B",4,"pair05.eaf",4,9,38,27,26,0.143525,0.178495,5,5
"B",4,"pair07.eaf",4,7,8,12,7,0.37303,0.136583,3,7
"B",4,"pair08.eaf",4,54,12,22,25,0.078397,0.086092,9,8
"B",4,"pair09.eaf",4,5,12,9,8,0,0.087949,1,9
"B",4,"pair10.eaf",4,5,26,5,11,0.116885,0.156995,2,10
"B",4,"pair11.eaf",4,6,48,16,7,0.139253,0.0882,5,11
"B",4,"pair12.eaf",4,2,5,4,8,0.016421,0.060351,1,12
"B",4,"pair13.eaf",4,3,13,11,8,0.039466,0.08743,2,13
"B",4,"pair14.eaf",4,6,19,10,19,0.091941,0.14482,2,14
"B",4,"pair15.eaf",4,7,29,10,8,0.052015,0.126325,1,15
"B",4,"pair16.eaf",4,3,32,13,10,0.068384,0.10569,3,16
"B",4,"pair17.eaf",4,2,28,27,46,0,0.090339,1,17
"B",4,"pair18.eaf",4,2,23,6,14,0.10797,0.063058,1,18
"B",4,"pair20.eaf",4,2,12,5,3,0.044494,0.106849,1,20
"B",4,"pair21.eaf",4,11,26,15,13,0.077175,0.161795,1,21
"B",4,"pair22.eaf",4,4,19,9,10,0.092612,0.077921,3,22
"B",4,"pair23.eaf",4,19,29,27,14,0.119552,0.083864,5,23
"B",4,"pair24.eaf",4,3,20,7,15,0,0.134315,3,24
"B",6,"pair04.eaf",4,4,25,4,15,0.070155,0.095827,4,4
"B",6,"pair05.eaf",4,23,26,19,27,0.130561,0.19221,8,5
"B",6,"pair07.eaf",4,2,30,17,22,0,0.20565,3,7
"B",6,"pair08.eaf",4,1,21,5,12,0,0.088618,3,8
"B",6,"pair09.eaf",4,8,12,10,2,0.0773,0.097427,4,9
"B",6,"pair10.eaf",4,6,22,16,9,0.151114,0.194491,1,10
"B",6,"pair11.eaf",4,7,14,13,30,0.07831,0.081984,1,11
"B",6,"pair12.eaf",4,2,5,2,4,0,0,1,12
"B",6,"pair13.eaf",4,5,14,10,7,0.124772,0.098174,1,13
"B",6,"pair14.eaf",4,4,33,4,10,0,0.102428,2,14
"B",6,"pair15.eaf",4,14,20,13,3,0.06988,0.203702,5,15
"B",6,"pair16.eaf",4,19,38,18,9,0.123759,0.15483,6,16
"B",6,"pair17.eaf",4,2,5,11,8,0,0.162054,1,17
"B",6,"pair18.eaf",4,3,8,3,11,0.074525,0.124727,3,18
"B",6,"pair20.eaf",4,23,18,11,9,0.158401,0.104384,3,20
"B",6,"pair21.eaf",4,41,45,29,25,0.136989,0.138242,16,21
"B",6,"pair22.eaf",4,7,8,9,7,0.157205,0.058314,1,22
"B",6,"pair23.eaf",4,3,19,13,4,0.051768,0.08938,5,23
"B",6,"pair24.eaf",4,2,11,10,7,0.113762,0.070482,3,24
"B",16,"pair04.eaf",4,3,44,10,14,0.068499,0.099297,3,4
"B",16,"pair05.eaf",4,4,23,6,13,0.160379,0.144897,5,5
"B",16,"pair07.eaf",4,2,8,0,5,0.006998,0.091472,1,7
"B",16,"pair08.eaf",4,28,0,16,3,0.149515,0,7,8
"B",16,"pair09.eaf",4,6,32,14,11,0.059922,0.083531,4,9
"B",16,"pair10.eaf",4,11,18,5,9,0.107933,0.124588,5,10
"B",16,"pair11.eaf",4,5,33,14,25,0.068729,0.093769,6,11
"B",16,"pair12.eaf",4,3,19,12,16,0,0.297384,1,12
"B",16,"pair13.eaf",4,8,48,33,27,0.058513,0.125324,5,13
"B",16,"pair14.eaf",4,9,24,4,9,0,0.139593,6,14
"B",16,"pair15.eaf",4,8,25,11,5,0.115863,0.162599,3,15
"B",16,"pair16.eaf",4,8,36,17,20,0.111242,0.232993,3,16
"B",16,"pair17.eaf",4,12,45,26,28,0.128513,0.113379,10,17
"B",16,"pair18.eaf",4,6,29,5,10,0.095812,0.077082,5,18
"B",16,"pair20.eaf",4,4,24,7,9,0.096371,0.103153,1,20
"B",16,"pair21.eaf",4,12,35,34,8,0.089306,0.14054,3,21
"B",16,"pair22.eaf",4,12,23,10,9,0.067589,0.075834,1,22
"B",16,"pair23.eaf",4,5,25,19,9,0.07988,0.107219,5,23
"B",16,"pair24.eaf",4,17,56,19,41,0.166251,0.213411,11,24
"B",12,"pair04.eaf",4,8,36,17,9,0.095747,0.097427,6,4
"B",12,"pair05.eaf",4,8,9,3,6,0.138736,0.164066,2,5
"B",12,"pair07.eaf",4,5,35,14,22,0.084537,0.176966,7,7
"B",12,"pair08.eaf",4,20,0,4,4,0.106179,0,1,8
"B",12,"pair09.eaf",4,5,13,7,3,0.00473,0.09059,2,9
"B",12,"pair10.eaf",4,6,19,6,8,0.198677,0.071152,6,10
"B",12,"pair11.eaf",4,6,10,3,11,0.110002,0.077073,1,11
"B",12,"pair12.eaf",4,4,9,8,6,0,0.007902,1,12
"B",12,"pair13.eaf",4,3,15,3,7,0.024301,0.092314,3,13
"B",12,"pair14.eaf",4,5,10,5,6,0,0.103247,3,14
"B",12,"pair15.eaf",4,6,26,12,5,0.069361,0.172898,1,15
"B",12,"pair16.eaf",4,10,18,4,15,0.086091,0.236683,6,16
"B",12,"pair17.eaf",4,5,16,15,13,0,0.083468,3,17
"B",12,"pair18.eaf",4,5,15,11,6,0.09934,0.050315,2,18
"B",12,"pair20.eaf",4,6,26,5,6,0.084704,0.140604,5,20
"B",12,"pair21.eaf",4,10,31,19,17,0.13812,0.127794,2,21
"B",12,"pair22.eaf",4,45,60,28,32,0.265833,0.073531,15,22
"B",12,"pair23.eaf",4,6,8,6,8,0.067342,0.058433,3,23
"B",12,"pair24.eaf",4,6,35,18,29,0.102806,0.129333,4,24
"B",2,"pair04.eaf",4,3,40,13,15,0.078529,0.079648,2,4
"B",2,"pair05.eaf",4,10,9,8,17,0.139256,0.178559,3,5
"B",2,"pair07.eaf",4,4,8,2,2,0.133369,0.043742,2,7
"B",2,"pair08.eaf",4,13,6,5,3,0.068212,0.103164,2,8
"B",2,"pair09.eaf",4,6,18,5,5,0.063667,0.076655,6,9
"B",2,"pair10.eaf",4,5,15,6,12,0.150361,0.130571,3,10
"B",2,"pair11.eaf",4,3,8,7,10,0.138845,0.054932,1,11
"B",2,"pair12.eaf",4,4,12,10,11,0,0.068891,1,12
"B",2,"pair13.eaf",4,4,8,6,5,0.079095,0.067585,1,13
"B",2,"pair14.eaf",4,4,12,2,5,0.084412,0.105067,1,14
"B",2,"pair15.eaf",4,7,14,10,6,0.031088,0.198201,1,15
"B",2,"pair16.eaf",4,14,28,5,21,0.092588,0.20251,3,16
"B",2,"pair17.eaf",4,3,5,3,8,0.017439,0.088978,1,17
