"director","target","File","round","peaks1","peaks2","gesture1","gesture2","range1","range2","transitions","pair"
"B",2,"pair18.eaf",4,2,28,8,6,0.123341,0.092334,3,18
"B",2,"pair20.eaf",4,8,7,5,3,0.177187,0.137534,1,20
"B",2,"pair21.eaf",4,3,10,5,7,0.084615,0.110227,1,21
"B",2,"pair22.eaf",4,8,20,14,15,0.149155,0.053901,1,22
"B",2,"pair23.eaf",4,3,17,18,6,0.077081,0.10443,3,23
"B",2,"pair24.eaf",4,3,19,11,8,0,0.13799,1,24
"B",7,"pair04.eaf",5,11,49,7,44,0.128447,0.108306,7,4
"B",7,"pair05.eaf",5,6,9,7,1,0.143101,0.160763,1,5
"B",7,"pair07.eaf",5,3,7,3,3,0.040222,0.127388,3,7
"B",7,"pair08.eaf",5,34,1,10,17,0.119797,0,7,8
"B",7,"pair09.eaf",5,7,17,11,7,0.068482,0.086265,7,9
"B",7,"pair10.eaf",5,3,9,9,0,0.072869,0.081788,1,10
"B",7,"pair11.eaf",5,4,14,8,3,0.116039,0.108436,3,11
"B",7,"pair12.eaf",5,6,5,10,3,0.016621,0,1,12
"B",7,"pair13.eaf",5,11,23,8,14,0.092243,0.088247,5,13
"B",7,"pair14.eaf",5,2,5,3,8,0,0.104595,1,14
"B",7,"pair15.eaf",5,7,9,8,2,0.093964,0.128467,3,15
"B",7,"pair16.eaf",5,11,34,18,11,0.227502,0.158734,3,16
"B",7,"pair17.eaf",5,3,3,2,6,0.026045,0.152837,1,17
"B",7,"pair18.eaf",5,5,13,4,13,0.027889,0.101345,1,18
"B",7,"pair20.eaf",5,1,10,4,3,0.074709,0.121796,1,20
"B",7,"pair21.eaf",5,11,6,9,9,0.137286,0.209114,3,21
"B",7,"pair22.eaf",5,8,10,12,7,0.05108,0.049735,3,22
"B",7,"pair23.eaf",5,3,16,17,12,0.069258,0.062296,1,23
"B",7,"pair24.eaf",5,2,16,5,14,0.070904,0.111025,3,24
"B",15,"pair04.eaf",5,4,32,4,11,0.122189,0.102926,3,4
"B",15,"pair05.eaf",5,3,12,4,13,0.147666,0.129012,1,5
"B",15,"pair07.eaf",5,4,17,7,7,0.025825,0.092879,3,7
"B",15,"pair08.eaf",5,15,1,6,14,0.125073,0,3,8
"B",15,"pair09.eaf",5,8,16,4,11,0.136997,0.108253,3,9
"B",15,"pair10.eaf",5,3,16,6,10,0.124753,0.093648,1,10
"B",15,"pair11.eaf",5,12,41,15,30,0.088392,0.003477,9,11
"B",15,"pair12.eaf",5,1,11,1,3,0.026905,0.031666,1,12
"B",15,"pair13.eaf",5,3,22,14,8,0.004429,0.093616,1,13
"B",15,"pair14.eaf",5,2,21,7,15,0,0.138409,1,14
"B",15,"pair15.eaf",5,4,24,12,14,0.115397,0.147111,2,15
"B",15,"pair16.eaf",5,3,20,6,9,0.047086,0.243605,3,16
"B",15,"pair17.eaf",5,2,22,7,10,0,0.067382,1,17
"B",15,"pair18.eaf",5,2,15,6,10,0.052907,0.089199,1,18
"B",15,"pair20.eaf",5,8,13,13,0,0.175235,0.148938,4,20
"B",15,"pair21.eaf",5,15,8,8,7,0.123872,0.153687,3,21
"B",15,"pair22.eaf",5,6,10,9,5,0.099768,0.065215,3,22
"B",15,"pair23.eaf",5,3,13,17,8,0.054968,0.079603,5,23
"B",15,"pair24.eaf",5,3,16,6,15,0.056836,0.119962,4,24
"B",5,"pair04.eaf",5,21,83,24,25,0.130003,0.128827,7,4
"B",5,"pair05.eaf",5,8,3,3,7,0.185184,0.082888,2,5
"B",5,"pair07.eaf",5,3,9,6,3,0.088469,0.071458,2,7
"B",5,"pair08.eaf",5,31,6,13,11,0.106389,0,3,8
"B",5,"pair09.eaf",5,9,15,3,8,0.042181,0.076121,2,9
"B",5,"pair10.eaf",5,4,9,6,2,0.162477,0.113105,1,10
"B",5,"pair11.eaf",5,6,5,9,12,0.097986,0.156717,1,11
"B",5,"pair12.eaf",5,3,16,8,7,0.025651,0.054551,1,12
"B",5,"pair13.eaf",5,5,44,25,19,0.074553,0.098013,3,13
"B",5,"pair14.eaf",5,11,39,10,30,0,0.160405,5,14
"B",5,"pair15.eaf",5,4,17,7,13,0.093517,0.223163,1,15
"B",5,"pair16.eaf",5,13,33,17,11,0.14965,0.17213,3,16
"B",5,"pair17.eaf",5,3,16,10,8,0,0.07212,1,17
"B",5,"pair18.eaf",5,4,21,8,19,0.072102,0.064861,1,18
"B",5,"pair20.eaf",5,14,13,9,3,0.11883,0.127741,1,20
"B",5,"pair21.eaf",5,9,6,5,9,0.227838,0.115807,1,21
"B",5,"pair22.eaf",5,3,14,9,4,0.055673,0.055996,3,22
"B",5,"pair23.eaf",5,10,28,21,23,0.039527,0.089066,5,23
"B",5,"pair24.eaf",5,3,7,6,6,0.090316,0.068378,1,24
"B",3,"pair04.eaf",5,5,25,8,8,0.052948,0.119083,2,4
"B",3,"pair05.eaf",5,11,13,0,11,0.127101,0.114093,6,5
"B",3,"pair07.eaf",5,5,14,4,9,0.028081,0.119034,3,7
"B",3,"pair08.eaf",5,0,9,0,9,0,0.094662,1,8
"B",3,"pair09.eaf",5,4,5,4,0,0.018678,0.091489,2,9
"B",3,"pair10.eaf",5,2,13,7,3,0.12907,0.156172,1,10
"B",3,"pair11.eaf",5,4,14,5,6,0.042417,0.099618,5,11
"B",3,"pair12.eaf",5,2,7,1,2,0.022565,0.058217,1,12
"B",3,"pair13.eaf",5,8,6,6,1,0.121614,0.159675,1,13
"B",3,"pair14.eaf",5,4,13,0,8,0,0.159439,1,14
"B",3,"pair15.eaf",5,2,10,0,7,0.102677,0.152772,4,15
"B",3,"pair16.eaf",5,9,21,20,18,0.118792,0.158972,4,16
"B",3,"pair17.eaf",5,2,5,4,4,0,0.123814,2,17
"B",3,"pair18.eaf",5,2,10,7,2,0.098847,0.052792,3,18
"B",3,"pair20.eaf",5,9,8,6,3,0.18284,0.217399,1,20
"B",3,"pair21.eaf",5,6,11,6,5,0.187455,0.13588,1,21
"B",3,"pair22.eaf",5,3,8,1,2,0.08293,0.064408,1,22
"B",3,"pair23.eaf",5,9,32,19,16,0.146659,0.072869,6,23
"B",3,"pair24.eaf",5,2,8,3,10,0.037792,0.135415,1,24
"B",11,"pair04.eaf",5,4,28,7,16,0.052021,0.119343,6,4
"B",11,"pair05.eaf",5,8,18,3,12,0.111904,0.069262,1,5
"B",11,"pair07.eaf",5,5,3,13,8,0.017898,0.07548,1,7
"B",11,"pair08.eaf",5,12,15,14,13,0.106953,0.069715,5,8
"B",11,"pair09.eaf",5,10,12,10,13,0.083197,0.080859,5,9
"B",11,"pair10.eaf",5,4,19,13,3,0.16823,0.140308,1,10
"B",11,"pair11.eaf",5,8,35,13,3,0.210718,0.125241,7,11
"B",11,"pair12.eaf",5,4,10,5,1,0.027207,0.013942,1,12
"B",11,"pair13.eaf",5,5,16,9,6,0.112409,0.099192,1,13
"B",11,"pair14.eaf",5,3,16,1,17,0,0.158086,2,14
"B",11,"pair15.eaf",5,15,23,10,20,0.075472,0.286908,7,15
"B",11,"pair16.eaf",5,9,27,1,3,0.085688,0.21468,3,16
"B",11,"pair17.eaf",5,3,14,3,9,0,0.053717,1,17
"B",11,"pair18.eaf",5,3,4,5,7,0.159567,0.066526,1,18
"B",11,"pair20.eaf",5,3,5,5,0,0.051833,0.230563,1,20
"B",11,"pair21.eaf",5,18,16,12,15,0.17241,0.184875,1,21
"B",11,"pair22.eaf",5,23,23,14,24,0.151793,0.080758,7,22
"B",11,"pair23.eaf",5,3,14,11,11,0.011766,0.085783,3,23
"B",11,"pair24.eaf",5,2,13,5,7,0,0.092384,1,24
"B",9,"pair04.eaf",5,3,46,14,22,0.059123,0.109873,2,4
"B",9,"pair05.eaf",5,14,31,28,11,0.150512,0.13073,3,5
"B",9,"pair07.eaf",5,4,21,9,9,0.008848,0.146561,3,7
"B",9,"pair08.eaf",5,0,17,2,13,0,0.109256,3,8
"B",9,"pair09.eaf",5,7,26,12,7,0.058324,0.097425,3,9
"B",9,"pair10.eaf",5,5,15,16,2,0.157992,0.091213,1,10
"B",9,"pair11.eaf",5,3,10,4,10,0.121418,0,1,11
"B",9,"pair12.eaf",5,6,16,8,7,0,0.05354,1,12
"B",9,"pair13.eaf",5,3,21,9,5,0.032213,0.07972,1,13
"B",9,"pair14.eaf",5,6,33,2,16,0,0.119832,5,14
"B",9,"pair15.eaf",5,9,20,5,10,0.075415,0.119116,3,15
"B",9,"pair16.eaf",5,23,25,8,25,0.147785,0.182994,8,16
"B",9,"pair17.eaf",5,3,16,3,7,0,0.06136,3,17
"B",9,"pair18.eaf",5,1,8,5,4,0.194009,0.134144,1,18
"B",9,"pair20.eaf",5,1,5,8,4,0.054096,0.168546,1,20
"B",9,"pair21.eaf",5,7,30,14,19,0.122745,0.182145,5,21
"B",9,"pair22.eaf",5,9,18,18,6,0.080173,0.087222,3,22
"B",9,"pair23.eaf",5,3,20,19,11,0.053668,0.107081,1,23
"B",9,"pair24.eaf",5,3,21,8,7,0.007768,0.20894,3,24
"B",13,"pair04.eaf",5,11,79,22,25,0.108864,0.107328,9,4
"B",13,"pair05.eaf",5,2,3,6,8,0.177848,0.020947,1,5
"B",13,"pair07.eaf",5,1,4,4,6,0.021657,0.028876,1,7
"B",13,"pair08.eaf",5,21,4,0,5,0.083219,0.040445,1,8
"B",13,"pair09.eaf",5,5,6,9,7,0.082435,0.159664,1,9
"B",13,"pair10.eaf",5,4,19,11,6,0.055328,0.174782,1,10
"B",13,"pair11.eaf",5,3,15,10,8,0.113073,0.09142,1,11
"B",13,"pair12.eaf",5,2,14,4,6,0.009201,0.02899,2,12
"B",13,"pair13.eaf",5,3,6,4,3,0.092211,0.082653,1,13
"B",13,"pair14.eaf",5,6,30,8,11,0.10535,0.088308,5,14
"B",13,"pair15.eaf",5,10,21,6,15,0.077535,0.162308,5,15
"B",13,"pair16.eaf",5,8,22,6,9,0.086341,0.22424,4,16
"B",13,"pair17.eaf",5,2,7,4,0,0,0.042746,1,17
"B",13,"pair18.eaf",5,2,14,7,7,0,0.05685,2,18
"B",13,"pair20.eaf",5,4,3,1,2,0.163622,0.215395,1,20
"B",13,"pair21.eaf",5,3,5,5,0,0.165673,0.17651,1,21
"B",13,"pair22.eaf",5,11,14,4,10,0.288071,0.078897,6,22
"B",13,"pair23.eaf",5,3,12,7,6,0.047029,0.121763,4,23
"B",13,"pair24.eaf",5,2,6,6,9,0.021891,0.210633,1,24
"B",1,"pair04.eaf",5,3,27,4,12,0.034731,0.09807,1,4
"B",1,"pair05.eaf",5,3,12,10,5,0.142558,0.143701,1,5
"B",1,"pair07.eaf",5,2,13,4,11,0.057225,0.107576,1,7
"B",1,"pair08.eaf",5,9,18,3,14,0.038778,0.077702,5,8
"B",1,"pair09.eaf",5,12,23,14,5,0.083713,0.09355,3,9
"B",1,"pair10.eaf",5,4,12,10,6,0.122221,0.162823,1,10
"B",1,"pair11.eaf",5,4,37,11,6,0.052701,0.093894,3,11
"B",1,"pair12.eaf",5,2,11,2,8,0,0.023645,1,12
"B",1,"pair13.eaf",5,2,8,1,4,0.02067,0.066877,1,13
"B",1,"pair14.eaf",5,13,10,4,6,0,0.168737,7,14
"B",1,"pair15.eaf",5,10,23,6,5,0.257407,0.113107,5,15
"B",1,"pair16.eaf",5,8,25,10,6,0.192824,0.19669,7,16
"B",1,"pair17.eaf",5,2,17,7,11,0,0.065664,1,17
"B",1,"pair18.eaf",5,3,13,4,5,0.150556,0.085794,1,18
"B",1,"pair20.eaf",5,1,20,5,2,0.027908,0.114976,1,20
"B",1,"pair21.eaf",5,3,18,4,5,0.107991,0.13408,1,21
"B",1,"pair22.eaf",5,5,7,9,2,0.105123,0.069714,5,22
"B",1,"pair23.eaf",5,3,20,12,10,0.062494,0.084757,1,23
"B",1,"pair24.eaf",5,2,20,6,6,0,0.119687,1,24
"B",10,"pair04.eaf",6,8,57,20,29,0.158594,0.10264,6,4
"B",10,"pair05.eaf",6,1,2,2,8,0.126174,0.030796,3,5
"B",10,"pair07.eaf",6,4,3,5,8,0,0.042664,1,7
"B",10,"pair08.eaf",6,1,33,17,19,0.021238,0.07341,5,8
"B",10,"pair09.eaf",6,6,11,10,6,0.098501,0.089402,3,9
"B",10,"pair10.eaf",6,4,20,9,5,0.108925,0.127127,1,10
"B",10,"pair11.eaf",6,10,6,5,19,0.251808,0.053655,1,11
"B",10,"pair12.eaf",6,2,8,9,10,0.023216,0.083073,1,12
"B",10,"pair13.eaf",6,7,4,8,6,0.064116,0.035552,1,13
"B",10,"pair14.eaf",6,3,11,2,10,0,0.093365,1,14
"B",10,"pair15.eaf",6,3,10,1,3,0.015468,0.107817,2,15
"B",10,"pair16.eaf",6,6,9,14,1,0.193727,0.238849,1,16
"B",10,"pair17.eaf",6,1,3,6,9,0,0.042214,1,17
"B",10,"pair18.eaf",6,2,5,7,2,0.105495,0.071781,1,18
"B",10,"pair20.eaf",6,2,14,5,4,0.149389,0.117581,1,20
"B",10,"pair21.eaf",6,11,12,2,17,0.148088,0.095351,3,21
"B",10,"pair22.eaf",6,18,22,18,15,0.098966,0.089213,7,22
"B",10,"pair23.eaf",6,6,18,19,11,0.121474,0.076686,3,23
"B",10,"pair24.eaf",6,2,17,14,18,0,0.131959,1,24
"B",6,"pair04.eaf",6,3,24,0,0,0.057993,0.096701,3,4
"B",6,"pair05.eaf",6,5,6,0,0,0.117444,0.090566,1,5
"B",6,"pair07.eaf",6,3,16,14,13,0.056938,0.098197,3,7
"B",6,"pair08.eaf",6,5,8,0,0,0.112244,0.118793,1,8
"B",6,"pair09.eaf",6,4,14,0,0,0.083193,0.078971,1,9
"B",6,"pair10.eaf",6,5,21,0,0,0.225483,0.173826,1,10
"B",6,"pair11.eaf",6,12,5,0,0,0.115737,0,1,11
"B",6,"pair12.eaf",6,2,2,1,2,0.02265,0.018191,1,12
"B",6,"pair13.eaf",6,6,10,0,0,0.05646,0.085035,1,13
"B",6,"pair14.eaf",6,3,26,0,0,0,0.129032,1,14
"B",6,"pair15.eaf",6,6,16,0,0,0.096522,0.136681,2,15
"B",6,"pair16.eaf",6,11,28,0,0,0.060255,0.170036,6,16
"B",6,"pair17.eaf",6,1,4,0,0,0.013831,0.08541,1,17
"B",6,"pair18.eaf",6,3,5,0,5,0.199802,0.11217,1,18
"B",6,"pair20.eaf",6,7,12,0,0,0.121183,0.100145,3,20
"B",6,"pair21.eaf",6,9,12,2,3,0.21304,0.096833,2,21
"B",6,"pair22.eaf",6,12,8,0,0,0.076232,0.075784,2,22
"B",6,"pair23.eaf",6,2,16,0,0,0.027906,0.068611,8,23
"B",6,"pair24.eaf",6,2,17,0,0,0,0.099149,1,24
"B",16,"pair04.eaf",6,4,49,0,0,0.048795,0.101449,2,4
"B",16,"pair05.eaf",6,31,13,0,0,0.101986,0.184072,7,5
"B",16,"pair07.eaf",6,2,8,0,0,0.037542,0.061018,1,7
"B",16,"pair08.eaf",6,0,27,0,0,0,0.094149,1,8
"B",16,"pair09.eaf",6,4,27,0,0,0.065768,0.081823,3,9
"B",16,"pair10.eaf",6,8,20,0,0,0.147987,0.150755,1,10
"B",16,"pair11.eaf",6,5,17,0,0,0.053839,0.141169,5,11
"B",16,"pair12.eaf",6,2,13,3,1,0,0.048509,1,12
"B",16,"pair13.eaf",6,9,12,0,0,0.158618,0.109622,3,13
"B",16,"pair14.eaf",6,2,20,0,0,0.120107,0.119192,2,14
"B",16,"pair15.eaf",6,5,23,0,0,0.094435,0.1526,2,15
"B",16,"pair16.eaf",6,4,17,0,0,0.163415,0.116966,2,16
"B",16,"pair17.eaf",6,1,4,0,0,0,0.026167,1,17
"B",16,"pair18.eaf",6,3,28,1,3,0.067424,0.051651,1,18
"B",16,"pair20.eaf",6,7,21,0,0,0.090274,0.120643,3,20
"B",16,"pair21.eaf",6,20,21,9,14,0.134892,0.137377,4,21
"B",16,"pair22.eaf",6,7,21,0,0,0.074032,0.075238,5,22
"B",16,"pair23.eaf",6,6,12,0,0,0.058917,0.138345,5,23
"B",16,"pair24.eaf",6,4,15,0,0,0,0.044801,3,24
"B",12,"pair04.eaf",6,6,35,0,0,0.078355,0.07678,3,4
"B",12,"pair05.eaf",6,4,6,0,0,0.113173,0.097712,1,5
"B",12,"pair07.eaf",6,7,31,0,0,0.078541,0.100517,5,7
"B",12,"pair08.eaf",6,18,5,0,0,0.139525,0.079585,1,8
"B",12,"pair09.eaf",6,8,15,0,0,0.068898,0.089924,5,9
"B",12,"pair10.eaf",6,4,15,0,0,0.127883,0.142173,1,10
"B",12,"pair11.eaf",6,3,3,0,0,0.013898,0.036982,1,11
"B",12,"pair12.eaf",6,2,7,0,0,0.037523,0,2,12
"B",12,"pair13.eaf",6,2,11,0,0,0.044064,0.098375,1,13
"B",12,"pair14.eaf",6,2,5,0,0,0,0.113506,1,14
"B",12,"pair15.eaf",6,4,22,0,0,0.096694,0.187369,2,15
"B",12,"pair16.eaf",6,7,27,0,0,0.210729,0.26393,2,16
"B",12,"pair17.eaf",6,2,6,0,0,0.004868,0.042589,1,17
"B",12,"pair18.eaf",6,5,18,0,0,0.081459,0.095073,3,18
"B",12,"pair20.eaf",6,5,16,0,0,0.037818,0.128592,3,20
"B",12,"pair21.eaf",6,8,15,3,6,0.145483,0.145611,3,21
"B",12,"pair22.eaf",6,9,8,0,0,0.032257,0.071272,3,22
"B",12,"pair23.eaf",6,3,5,0,0,0.050731,0.062764,3,23
"B",12,"pair24.eaf",6,5,29,0,0,0.084153,0.113393,2,24
"B",8,"pair04.eaf",6,8,6,11,1,0.054994,0.093002,1,4
"B",8,"pair05.eaf",6,33,28,12,9,0.130908,0.13832,13,5
"B",8,"pair07.eaf",6,2,9,4,4,0.125646,0.148865,1,7
"B",8,"pair08.eaf",6,158,96,95,82,0.126055,0.095608,38,8
"B",8,"pair09.eaf",6,4,16,10,7,0.09696,0.081432,2,9
"B",8,"pair10.eaf",6,5,9,2,3,0.100005,0.131882,1,10
"B",8,"pair11.eaf",6,6,52,11,15,0.081409,0.117867,5,11
"B",8,"pair12.eaf",6,2,11,2,2,0.015419,0.015099,1,12
"B",8,"pair13.eaf",6,8,7,2,7,0.048936,0.066838,1,13
"B",8,"pair14.eaf",6,2,25,7,11,0,0.114066,1,14
"B",8,"pair15.eaf",6,4,16,14,4,0.10252,0.175596,3,15
"B",8,"pair16.eaf",6,4,12,5,7,0.193915,0.09115,1,16
"B",8,"pair17.eaf",6,1,11,4,6,0,0.050797,1,17
"B",8,"pair18.eaf",6,2,5,2,8,0.132516,0.082922,1,18
"B",8,"pair20.eaf",6,7,10,10,5,0.07535,0.144645,3,20
"B",8,"pair21.eaf",6,10,21,6,3,0.141785,0.112716,5,21
"B",8,"pair22.eaf",6,25,25,14,21,0.355241,0.075293,6,22
"B",8,"pair23.eaf",6,7,11,13,4,0.073614,0.058606,3,23
"B",8,"pair24.eaf",6,3,3,10,7,0.00289,0.157456,1,24
"B",4,"pair04.eaf",6,3,28,3,13,0.028976,0.079294,1,4
"B",4,"pair05.eaf",6,14,13,13,5,0.316992,0.112306,4,5
"B",4,"pair07.eaf",6,3,10,0,5,0.037856,0.077656,1,7
"B",4,"pair08.eaf",6,9,15,10,18,0.075859,0.06217,3,8
"B",4,"pair09.eaf",6,4,8,10,5,0.063167,0.094569,1,9
"B",4,"pair10.eaf",6,5,14,4,6,0.15218,0.129187,1,10
"B",4,"pair11.eaf",6,4,30,16,9,0.000548,0.070732,1,11
"B",4,"pair12.eaf",6,1,5,2,2,0.011743,0.021898,1,12
"B",4,"pair13.eaf",6,3,14,1,0,0.056728,0.100049,2,13
"B",4,"pair14.eaf",6,2,27,14,3,0,0.148707,5,14
"B",4,"pair15.eaf",6,3,23,11,1,0.141016,0.133454,1,15
"B",4,"pair16.eaf",6,4,24,10,15,0.051275,0.134387,4,16
"B",4,"pair17.eaf",6,2,16,7,3,0.004917,0.055574,1,17
"B",4,"pair18.eaf",6,4,14,7,7,0.211179,0.082086,1,18
"B",4,"pair20.eaf",6,2,11,6,10,0.275004,0.155984,1,20
"B",4,"pair21.eaf",6,3,15,7,10,0.12658,0.143699,1,21
"B",4,"pair22.eaf",6,45,35,23,31,0.178056,0.152125,7,22
"B",4,"pair23.eaf",6,18,25,19,13,0.077528,0.059414,5,23
"B",4,"pair24.eaf",6,2,20,12,12,0.097365,0.167394,1,24
"B",14,"pair04.eaf",6,4,31,8,9,0.015977,0.084848,2,4
"B",14,"pair05.eaf",6,19,30,16,21,0.12401,0.166699,9,5
"B",14,"pair07.eaf",6,3,12,9,5,0.076041,0,1,7
"B",14,"pair08.eaf",6,7,1,1,8,0.048919,0,1,8
"B",14,"pair09.eaf",6,10,8,3,9,0.130978,0.081731,5,9
"B",14,"pair10.eaf",6,4,10,5,7,0.17048,0.154509,1,10
"B",14,"pair11.eaf",6,1,4,0,6,0.025116,0.114289,1,11
"B",14,"pair12.eaf",6,3,7,7,3,0.015756,0.038251,1,12
"B",14,"pair13.eaf",6,14,30,0,0,0.102881,0.10767,3,13
"B",14,"pair14.eaf",6,5,14,10,3,0,0.166623,3,14
"B",14,"pair15.eaf",6,3,12,1,10,0.053632,0.159104,1,15
"B",14,"pair16.eaf",6,3,16,0,0,0.197071,0.132016,1,16
"B",14,"pair17.eaf",6,1,20,8,8,0.025167,0.07853,1,17
"B",14,"pair18.eaf",6,2,17,11,9,0.067433,0.08109,1,18
"B",14,"pair20.eaf",6,2,17,6,4,0.136904,0.102674,1,20
"B",14,"pair21.eaf",6,11,9,5,15,0.318507,0.141505,3,21
"B",14,"pair22.eaf",6,5,6,0,5,0,0.032381,1,22
"B",14,"pair23.eaf",6,3,16,1,0,0.008627,0.045868,3,23
"B",14,"pair24.eaf",6,5,21,2,6,0,0.171591,3,24
"B",2,"pair04.eaf",6,6,16,3,10,0.044597,0.112814,3,4
"B",2,"pair05.eaf",6,10,8,11,11,0.109791,0.123248,5,5
"B",2,"pair07.eaf",6,3,4,4,5,0.141949,0.042091,1,7
"B",2,"pair08.eaf",6,12,0,0,0,0.095539,0,1,8
"B",2,"pair09.eaf",6,5,9,5,5,0.020768,0.104397,4,9
"B",2,"pair10.eaf",6,8,18,14,5,0.162609,0.082697,2,10
"B",2,"pair11.eaf",6,2,21,9,13,0.059473,0.079638,3,11
"B",2,"pair12.eaf",6,4,7,3,5,0.179669,0.003412,1,12
"B",2,"pair13.eaf",6,4,5,0,0,0.052837,0.078539,1,13
"B",2,"pair14.eaf",6,2,10,7,5,0,0.088707,2,14
"B",2,"pair15.eaf",6,9,13,3,5,0.027131,0.094393,7,15
"B",2,"pair16.eaf",6,8,19,0,0,0.147137,0.09918,3,16
"B",2,"pair17.eaf",6,2,6,6,5,0,0.058085,1,17
"B",2,"pair18.eaf",6,5,14,2,5,0.187376,0.118075,1,18
"B",2,"pair20.eaf",6,3,4,4,4,0.210245,0.146477,1,20
"B",2,"pair21.eaf",6,5,5,0,2,0.283824,0.090508,3,21
"B",2,"pair22.eaf",6,19,21,21,12,0.084314,0.106188,5,22
"B",2,"pair23.eaf",6,5,30,7,4,0.026688,0.106686,5,23
"B",2,"pair24.eaf",6,2,7,8,8,0,0.173309,1,24
