"pair","target","peaks_self_avg","peaks_other_avg","gesture_self_avg","gesture_other_avg","range_self_avg","range_other_avg","self","first_round","is_firstdir","prepost_self","prepost_other","selfpre_otherpost","otherpre_selfpost"
4,1,-0.265586546405521,-0.215740391068415,-0.579551440889141,-0.365837209165617,-0.557201210310453,-0.0768382527123865,"A","B",0,0.243119,0.503188,0.434575,0.321002
4,2,-0.0475096168056798,0.133182696291332,-0.353964196292088,0.168448370143195,0.0629242593928607,-0.520193104048011,"A","A",1,1.19209e-07,0.569286,1.19209e-07,0.569286
4,3,-0.383971165331149,-0.0537403862228181,-0.116503938821505,-0.223361054683267,-0.751018076108977,-0.237752468436742,"A","B",0,0.536865,0.654838,0.454985,0.504158
4,4,0.0521826938685334,-0.0662019250570947,-0.163995990315621,0.120956318649078,0.00273384663016329,0.601697779286373,"A","A",1,0.33259,0.306634,0.378124,0.420977
4,5,0.351259625891173,0.631644249662398,0.477146704854953,0.619622859337302,0.770827824101275,0.0851822236615039,"A","B",0,0.197186,0.337071,0.262937,0.318537
4,6,0.239105776382683,-0.172125005148446,-0.0452658615803297,0.00222618991378679,-0.0202272077401845,-0.0120359622196279,"A","A",1,0.214547,0.122294,0.374482,0.295182
4,7,-0.302971162908351,-0.109817310977063,-0.437075286406791,-0.0690118873273881,0.272445109700783,0.444879186322296,"A","B",0,0.229984,0.400639,0.478768,0.304635
4,8,-0.172125005148446,0.220413468131268,0.417781640487307,0.215940421637311,0.0197604272050057,0.10726810294022,"A","A",1,0.529048,0.484913,0.529048,0.484913
4,9,0.369951934142588,0.781182715673717,0.477146704854953,1.56946388921963,0.278015746660441,-0.352754408848398,"A","B",0,0.259664,0.137859,0.365087,0.367071
4,10,-0.103586541559925,-0.0412788473885414,-0.258980093303854,0.310924524625545,0.136001379544141,-0.17852573161764,"A","A",1,0.257945,0.265187,0.336877,0.38814
4,11,-0.321663471159766,-0.209509621651276,-0.425202273533262,-0.0808849002009172,0.0978575123481755,0.774303940897814,"A","B",0,0.334152,0.221122,0.298071,0.298214
4,12,0.0895673103713633,-0.0848942333085097,-0.140249964568563,0.0378452285343742,-0.272076048856313,0.34239028303538,"A","A",1,0.265367,0.13611,0.32603,0.255322
4,13,-0.390201934748288,0.183028851628438,-0.199615028936209,-0.104630925947975,-0.0895086246850602,0.0851822236615039,"A","B",0,0.671957,0.532118,0.671957,0.532118
4,14,-0.134740388645616,-0.0662019250570947,0.0734642671549617,-0.282726119050913,-0.530926290705499,-0.2064526671259,"A","A",1,0.276549,0.268853,0.256942,0.328612
4,15,-0.209509621651276,0.21418269871413,-0.306472144797971,0.0853372800284908,0.147639241577249,-0.123802704820644,"A","B",0,0.362328,0.11476,0.242094,0.291701
4,16,0.0334903856171184,0.0521826938685334,-0.401456247786204,-0.0215198358332715,-0.00182394724592076,-0.297972381483427,"A","A",1,0.363408,0.32708,0.281408,0.265906
5,1,-0.0052106427714162,0.0364744993999143,-0.0442388308735411,-0.191701600452011,-0.147120354565929,-0.0433936069133306,"A","B",0,0.618847,0.27922,0.512617,0.48079
5,2,0.015631928314249,-0.349113065684893,-0.073731384789235,0.486627139608951,-0.137849291224268,1.00884517629415,"A","A",1,0.314482,0.192718,0.375096,0.21805
5,3,0.119844783742575,-0.317849209056395,-0.412895754819716,-0.368656923946175,-0.182836242033057,0.256201650591824,"A","B",0,0.198816,0.57354,0.481887,0.36036
5,4,0.00521064277141639,0.109423498199743,0.398149477861869,0.457134585693257,0.443529404745719,0.00299630331490628,"A","A",1,0.766048,0.783807,0.766048,0.783807
5,5,-0.265742781342232,-0.0260532138570814,-0.162209046536317,-0.132716492620623,-0.0929545898019618,0.60743734590594,"A","B",0,0.494758,0.542227,0.494758,0.542227
5,6,-0.130266069285408,-0.224057639170902,-0.383403200904022,-0.191701600452011,-0.473467934151498,0.103163762138989,"A","A",1,0,0.436432,0,0.436432
5,7,0.203215068085236,0.161529925913906,-0.457134585693257,-0.191701600452011,0.0365481739240936,0.848923177374928,"A","B",0,0.724646,0.393852,0.724646,0.393852
5,8,0.307427923513563,0.00521064277141641,-0.058985107831388,0.191701600452011,-0.0857898874516897,0.108606475941557,"A","A",1,0.550824,0.305485,0.527503,0.250189
5,9,-0.0885809271140773,0.338691780142061,0.811045232681585,0.58985107831388,-0.00752012674429127,0.23197849919085,"A","B",0,0.334011,0.576052,0.302921,0.599401
5,10,-0.411640778941889,-0.463747206656052,-0.324418093072634,0.265432985241246,0.0507699543404062,0.0457731125725128,"A","A",1,0.545139,0.135556,0.545139,0.135556
5,11,0.359534351227726,0.307427923513563,-7.40148683083438e-17,0.412895754819716,-0.620644142838149,-0.408681958768539,"A","B",0,0.0893511,0.348971,0.326121,0.258695
5,12,0.0990022126569101,-0.328270494599228,-0.486627139608951,-0.14746276957847,-0.568665457278745,-0.324769610587857,"A","A",1,0.320298,0.482777,0.245787,0.581749
5,13,-0.463747206656052,-0.53669620545588,-0.693075017018809,-0.648836186145268,-0.114683164043425,-0.233396593275267,"A","B",0,0.613591,0.217789,0.613591,0.217789
5,14,-0.182372496999571,0.0468957849427469,-0.545612247440339,0.280179262199093,-0.788488057821696,0.387760806891589,"A","A",1,0.0899389,0.616841,0.551174,0.224133
5,15,-0.265742781342232,-0.0885809271140773,-0.044238830873541,-0.132716492620623,-0.545852952746092,0.267471450640642,"A","B",0,0.750154,0.452704,0.546412,0.162835
5,16,1.39124161996816,0.640909060884207,0.781552678765891,1.01749311009144,-0.329174518792477,0.705283195170171,"A","A",1,0.754324,0.444142,0.754324,0.444142
7,1,-0.292442080373737,-0.292442080373737,-0.35877439245399,-0.0588410832326573,-0.201168142488451,-0.327014900635533,"A","B",0,0.373757,0.54397,0.542137,0.442946
7,2,-0.214550253972171,-0.459353136948521,-0.458752162194434,-0.442089200571027,0.473998049930547,0.137488400028313,"A","A",1,0.0383986,0.256773,0.0383986,0.256773
7,3,-0.170040638885562,-0.00312958231077723,-0.308785507583768,0.157777417871639,-0.464585054763481,0.216613123838054,"A","B",0,0.462034,0.164504,0.440484,0.23
7,4,-0.170040638885562,-0.303569484145389,-0.292122545960361,-0.225470699466731,0.51294232876778,-0.0636484441211258,"A","A",1,0.413821,0.196524,0.554162,0.34861
7,5,-0.214550253972171,0.00799782146087505,-0.225470699466731,-0.192144776219916,0.364877376430148,-0.0440817001513405,"A","B",0,0.248448,0.264294,0.334896,0.403194
7,6,0.375202145925401,0.0636348403191365,0.457710727092972,0.924273652548378,0.305208393916821,0.455821362165939,"A","A",1,0.22905,0.177122,0.397275,0.276162
7,7,-0.348079099231998,-0.170040638885562,-0.492078085441249,-0.158818852973102,-0.303608473282301,-0.00763245867693889,"A","B",0,0.176193,0.216127,0.309182,0.0912709
7,8,-0.136658427570605,-0.225677657743823,-0.242133661090139,-0.208807737843324,0.763263448372987,0.0178628371661053,"A","A",1,1.19209e-07,0.178522,0.180985,0.245738
7,9,0.297310319523835,0.775788681704883,0.324407034105713,0.740981074690897,-0.319779544562126,0.213245201816436,"A","B",0,0.369093,0.612176,0.621038,0.342051
7,10,0.13039926294905,-0.40371611809026,-0.492078085441249,0.157777417871639,-0.155334129538082,-0.129513394039016,"A","A",1,0.649687,0.474422,0.649687,0.474422
7,11,-0.0253843898540819,0.597750221358446,-0.00885219836243507,0.774306997937712,-0.250940227555482,0.300808651590454,"A","B",0,0.550011,0.527337,0.550011,0.527337
7,12,0.375202145925401,0.497603587413576,0.124451494624824,0.27441814923549,0.157842253863825,-0.260983446707585,"A","A",1,0.12494,0.148564,0.170707,0.163532
7,13,-0.314696887917041,-0.325824291688694,-0.392100315700805,-0.108829968102879,-0.192371180623747,-0.646689986005744,"A","B",0,0.37852,0.111881,0.369323,0.282086
7,14,0.0747622440907888,0.0413800327758319,-0.00885219836243512,0.0577996481311944,0.080864422668613,-0.367160026575605,"A","A",1,0.124296,0.125152,0.328219,0.378224
7,15,0.0302526290041796,0.0636348403191365,-0.108829968102879,-0.092167006479472,0.527864619972174,-0.339399267080566,"A","B",0,0.276222,0.135696,0.339943,0.415453
7,16,0.753533874161578,-0.0142569860824296,0.274418149235491,0.607677381703638,-0.360782418432797,-0.0940076752882735,"A","A",1,0.357024,0.293762,0.46097,0.112007
8,1,-0.271971371917426,-0.205838515524131,-0.259106746261786,-0.445320578090587,0.283745728762012,-0.660659502478818,"A","B",0,0.0864061,0.190852,0.0928562,0.0610297
8,2,-0.238904943720778,0.0190131962130723,-0.425719122108608,-0.249306018270796,-0.147720682451783,-0.0397070588552863,"A","A",1,0.153755,0.0971143,0.254284,0.0953231
8,3,-0.496823083654629,-0.344717513950051,-0.357114026171681,-0.219903834297828,-0.409783925513357,0.579629036408751,"A","B",0,0.101232,0.675205,0.101232,0.675205
8,4,0.574529189916751,-0.285197943196085,0.417143485116492,0.211328197305712,0.328010432201778,-0.273549352563934,"A","A",1,0.268156,0.349073,0.221297,0.342653
8,5,0.250478193589605,-0.291811228835414,-0.131697282378922,0.0349150934679002,0.440802671754342,-0.83859515881199,"A","B",0,0.350629,0.46558,0.371644,0.340039
8,6,0.44887676276949,-0.245518229360108,0.348538389179565,-0.112095826396943,-0.112013117385813,-0.25094864717997,"A","A",1,0.137103,0.59698,0.137103,0.59698
8,7,0.309997764343571,-0.331490942671392,0.24073038127868,0.00551290949493154,0.326344783456591,-0.299174988755754,"A","B",0,0.269801,0.363155,0.369925,0.343657
8,8,1.81121360447137,0.548076047359433,1.24040463635961,1.40701701220644,0.419832400554357,0.0264434943759003,"A","A",1,0.423697,0.513007,0.499304,0.480579
8,9,0.0520796244097198,-0.192611944245472,-0.190501650324859,0.0251143654769106,0.41334235692353,0.275487914158491,"A","B",0,0.324651,0.458257,0.380832,0.359078
8,10,0.521622904802115,-0.192611944245472,0.299534749224618,0.45634639708045,0.225060662507142,0.147190703305586,"A","A",1,0.495996,0,0.495996,0
8,11,-0.245518229360108,-0.185998658606142,-0.0238892744780371,-0.131697282378922,0.00708252862316866,-0.424486004818132,"A","B",0,0.332327,0.331273,0.393384,0.30207
8,12,-0.152932230409495,-0.152932230409495,-0.415918394117619,-0.200302378315849,0.326630021402384,-1.02330257526566,"A","A",1,0.266416,0.311219,0.356054,0.473254
8,13,-0.258744800638767,-0.562955940047924,-0.739342417820273,-0.582530769964441,-0.0660651579202546,-0.600766576774478,"A","B",0,0.280545,0.293672,0.317862,0.422826
8,14,0.138052337721003,-0.450530084179323,-0.38651621014465,0.181926013332743,0.547411234358598,-0.625793565425745,"A","A",1,0.528774,0.655608,0.528774,0.655608
8,15,0.309997764343571,-0.252131514999437,-0.0924943704149639,-0.0924943704149638,0.708070626962612,-0.395451599101276,"A","B",0,0.290521,0.414666,0.196669,0.440208
8,16,0.58775576119541,-0.21245180116346,0.181926013332743,0.0055129094949315,0.560658952285439,0.552274365261566,"A","A",1,0.1314,0.39182,0.368678,0.18731
9,1,-0.149490321240261,-0.0256098956706424,-0.0055325919519941,-0.295239225074598,-0.289016827348823,-0.114746492329479,"A","B",0,0.123493,0.379403,0.244168,0.423955
9,2,-0.0160806321652871,-0.359134118358078,-0.182575534415808,-0.32742885097711,-0.731398730684466,-0.0698300500653121,"A","A",1,0.34837,0,0.34837,0
9,3,-0.587836442486605,-0.587836442486605,-0.74589398770976,-0.681514735904737,-0.0974079264706669,-0.199866563523592,"A","B",0,0.576893,0.653661,0.576893,0.653661
9,4,-0.168548848250972,-0.178078111756327,-0.295239225074598,0.0266570339505175,-0.755962154064919,0.0536806094713044,"A","A",1,0.140871,0.577638,0.313714,0.334721
9,5,0.0220364218561341,0.307914327016793,0.493406609536935,0.332458480024377,-0.0464407342941961,-0.247032923625186,"A","B",0,0.739742,0.639182,0.724557,0.629813
9,6,0.0410949488668447,-0.0732562131974189,-0.0216274049032499,-0.295239225074598,-0.0804243233774683,0.301291712832018,"A","A",1,-2.38419e-07,0.207209,0.064314,0.28845
9,7,0.0410949488668447,0.155446110931108,0.107131098706796,0.268079228219354,-0.113097280710783,-0.156096924040637,"A","B",0,0.299599,0.316096,0.351048,0.209624
9,8,0.174504637941819,0.0315656853614894,0.525596235439447,0.058846659853029,-0.258364427296693,0.138352881484181,"A","A",1,0.234775,0.302904,0.358833,0.326882
9,9,0.660497076714939,0.488970333618544,0.300268854121866,1.00844062397712,0.286568949507496,0.0220616185035806,"A","B",0,0.421324,0.322274,0.314476,0.367292
9,10,0.0029778948454235,-0.368663381863433,-0.343523663928366,-0.0860066567082731,0.0560725124149768,-0.0185898096076,"A","A",1,0.105622,0.221565,0.201805,0.184358
9,11,0.812965292800624,0.0792120028882659,0.606070300195726,0.235889602316843,0.123875861612776,0.0552260627431294,"A","B",0,0.347989,0.234921,0.38628,0.307143
9,12,-0.130431794229551,-0.321017064336657,-0.13429109556204,-0.4400925416359,-0.676991130164356,0.142202862249682,"A","A",1,0.216466,0.346309,0.216466,0.346309
9,13,-0.178078111756327,-0.41630969939021,-0.198670347367064,-0.311334038025854,0.406994163466088,0.386903270932365,"A","B",0,0.0409889,0.656532,0.0409889,0.656532
9,14,0.393677698564991,-0.301958537325946,-0.102101469659529,0.364648105926889,0.600547168106681,0.27228306343296,"A","A",1,0.685389,0.636137,0.685389,0.636137
9,15,-0.0256098956706424,-0.349604854852723,-0.102101469659529,-0.13429109556204,0.0579729284524153,0.699958586340954,"A","B",0,0.621127,1.19209e-07,0.530394,0.519117
9,16,0.593792232177452,0.431794752586412,-0.0216274049032499,0.396837731829401,0.292089985754192,-0.0408159397006287,"A","A",1,0.0828218,0.4038,0.362468,0.307473
10,1,-0.317874167730648,-0.281930798941316,-0.278364501539402,-0.332187245039467,-0.657489291748941,0.42666219789904,"A","B",0,0.242667,0.404258,0.49049,0.308408
10,2,0.050545362359997,-0.192072376967988,0.60971076621168,0.0176605877109591,-0.305601470830895,0.0487353208201309,"A","A",1,0.0971143,0.202777,0.202777,0.0971143
10,3,-0.497591011677303,-0.111199797191993,0.084939017086041,-0.574389590789762,-0.344984918536768,-0.0543177960150243,"A","B",0,0.372818,0.205754,0.311302,0.361712
10,4,0.0864887311493281,-0.129171481586659,0.111850388836074,-0.0361621557891065,-0.17568107449661,0.568670371058205,"A","A",1,0.403401,0.289664,0.289664,0.403401
10,5,-0.237001587954652,0.122432099938659,0.27331861933627,-0.345642930914483,-0.0413589567136901,-0.0683904529092004,"A","B",0,0.422994,0.335754,0.125859,0.474783
10,6,-0.0123555330213326,0.248233890701318,-0.184174700414287,-0.103440585164188,1.00114218083273,0.46465337361386,"A","A",1,0.0745529,0.317043,0.176046,0.27256
10,7,-0.371789220914644,-0.0123555330213326,0.00420490183594266,-0.520566847289696,-0.577012400737928,-0.284046244466857,"A","B",0,0.235775,0.342582,0.249354,0.369572
10,8,0.0146019935706658,-0.00336969082399982,-0.17071901453927,0.394419792211418,-0.787077684762282,-0.0235450150845834,"A","A",1,0.0816637,0.246131,0.354243,0.33345
10,9,0.320120628279981,0.841299475725283,0.394419792211418,0.259862933461254,0.103590837267597,0.461397599111707,"A","B",0,0.165187,0.307587,0.278513,0.208766
10,10,0.50882331442397,0.392007365858643,0.973014284837123,0.744267624961844,-0.485918543313095,0.284314881562566,"A","A",1,0.0743251,0.176439,0.28847,0.162651
10,11,-0.192072376967988,0.0146019935706658,-0.0227064699140901,-0.0630735275391393,-0.191160283094567,-0.305951323792749,"A","B",0,0.220599,0.278605,0.230265,0.290974
10,12,0.212290521911987,0.0146019935706658,0.0176605877109591,-0.0496178416641229,-0.0200393456096771,-0.10497507692024,"A","A",1,0.346526,0.462559,0.379143,0.542589
10,13,-0.102213954994661,-0.0213413752186654,-0.3590986167895,-0.412921360289565,-0.390522922428729,0.688102318393228,"A","B",0,0.102113,0.0366563,0.228876,0.191981
10,14,-0.210044061362654,-0.0842422705999949,-0.089984899289172,-0.0630735275391393,-0.267099795386022,0.786411000674259,"A","A",1,-2.38419e-07,0.0632896,0.293702,0.283165
10,15,-0.129171481586659,0.0685170467546626,-0.197630386289303,0.12530607471109,-0.0435973016839205,0.157850175708637,"A","B",0,0.171406,0.331527,0.194223,0.329135
10,16,0.104460415543994,-0.0932281127973277,-0.21108607216432,0.00420490183594265,-0.0568845743780158,0.194124215967826,"A","A",1,0.362891,0.318863,0.400692,0.194045
11,1,-0.236949378401624,0.156940497382894,-0.00271281749378953,0.113034062241229,0.25442755909842,-0.641534410512304,"A","B",0,0.580384,0.327857,0.427169,0.521836
11,2,-0.547516395847109,-0.418744705686786,-0.407826896566355,-0.321016736765091,0.125202482660802,-0.694147072447959,"A","A",1,0.479076,0.246434,0.479076,0.246434
11,3,-0.274823404919366,-0.183925741276785,-0.205269857030072,-0.282434443520085,0.330999483634294,-0.663471874139161,"A","B",0,0.162955,0,0.162955,0
11,4,0.0433184178296676,0.31601140875741,0.248072088598751,-0.0991685506063051,0.238255866642594,-0.795053466603142,"A","A",1,0.1252695,0.531253,0.430915,0.195652
11,5,-0.0551540511164618,0.164515302686442,-0.243852150275078,-0.224561003652575,0.438362677715088,0.234919493436885,"A","B",0,0.814879,0.507907,0.814879,0.507907
11,6,0.876547001219993,0.240263355721926,0.875034353830102,1.48270547243895,0.418163583298972,-0.667588354024846,"A","A",1,0.510534,0.579679,0.510534,0.579679
11,7,-0.327847042044205,-0.130902104151946,-0.185978710407569,-0.272788870208833,0.683443043787836,-0.63099352267388,"A","B",0,0.295782,0.0849184,0.364111,0.179083
11,8,1.03561791259451,1.19468882396903,0.392755688267524,0.5567304345588,0.806068255752996,0.0864346897964092,"A","A",1,0.508311,0.221075,0.518515,0.409174
11,9,-0.221799767794527,-0.199075351883882,-0.12810527054006,-0.25349772358633,0.568197802975109,-1.02384606898394,"A","B",0,0.102167,0.0995731,0.0822031,0.0879486
11,10,-0.153626520062591,-0.274823404919366,-0.079877403983802,-0.25349772358633,1.18869033729798,-1.17560786054653,"A","A",1,0.508422,0.263805,0.470528,0.256179
11,11,0.0811924443474096,0.520531151953218,0.315591101777512,-0.0798774039838019,0.946957141755232,-0.21745870168571,"A","B",0,-2.38419e-07,0.253909,0.227212,0.222983
11,12,-0.259673794312269,-0.282398210222914,-0.185978710407569,-0.0316495374275442,0.0575032593604977,-0.0938914231762192,"A","A",1,0.256556,0.626374,0.256556,0.626374
11,13,-0.699012501918077,-0.449043926900979,-0.388535749943852,-0.465700336433864,0.429484577817372,-0.597527216036034,"A","B",0,0.201854,0.492723,0.449996,0.384347
11,14,-0.509642369329367,-0.49449275872227,-0.465700336433864,-0.214915430341324,0.534704503026537,-0.370016795914709,"A","A",1,0.100582,0.298548,0.136273,0.259883
11,15,0.323586214060959,0.300861798150314,-0.0123583908050411,0.0937429156187259,0.391923385942423,-0.371749766463305,"A","B",0,0.587419,0.604697,0.587419,0.604697
11,16,0.111491665561603,0.353885435275153,0.228780941976248,0.498856994691291,0.778184165773246,-0.569035776564953,"A","A",1,0.143549,0.0392021,0.0767735,0.0943785
12,1,-0.218649971450354,-0.309714601642259,-0.0991538689634707,-0.0991538689634707,-0.659532763063879,0.584452529097523,"A","B",0,0.385517,0.120487,0.250391,0.255471
12,2,0.100076234221312,-0.249004848180989,0.18743279745998,-0.0786833927903671,0.0469305113840175,-0.0796574486103458,"A","A",1,0.287679,0.328229,0.287679,0.328229
12,3,-0.522198738756702,-0.188295094719719,-0.406211011560025,-0.385740535386921,-0.53584473293929,0.171679570843676,"A","B",0,0.0362828,0.266716,0.141686,0.411432
12,4,-0.507021300391385,-0.491843862026068,-0.385740535386921,-0.2629176783483,-0.567867639772851,0.0451501952911261,"A","A",1,0,0.0950783,0,0.0950783
12,5,0.160785987682581,0.191140864413216,0.207903273633084,-0.0991538689634707,0.319253779772159,0.603101909741522,"A","B",0,0.366995,0.271358,0.230144,0.274063
12,6,-0.157940217989084,-0.400779231834163,-0.344799583040714,0.0850804165944619,-0.19768882540871,-0.297419073522745,"A","A",1,0.350088,0.657687,0.350088,0.657687
12,7,-0.370424355103528,-0.431134108564798,-0.0786833927903671,-0.365270059213818,-0.28735231360444,-0.295134280292014,"A","B",0,0,0.197328,0.0283263,0.197372
12,8,0.616109138642104,-0.157940217989084,0.085080416594462,0.555901368575845,-0.366564988318864,-0.275111419956607,"A","A",1,0.284072,0.373328,0.489445,0.399673
12,9,0.81341583739123,0.373270124797025,0.371667083017913,1.35424993932689,0.100704519586488,0.792235270754338,"A","B",0,0.314137,0.341245,0.35299,0.296114
12,10,0.145608549317264,0.0545439191253594,0.0236689880751511,0.228373749806187,-0.0105798823296762,0.352923560358925,"A","A",1,0.220989,0.435783,0.208693,0.363511
12,11,0.130431110951946,0.312560371335755,0.0850804165944619,0.0441394642482547,-0.570982379262608,0.151601380757667,"A","B",0,0.308328,0.515179,0.308328,0.515179
12,12,0.40362500152766,0.327737809701073,0.105550892767566,0.0850804165944619,-0.123917994400528,0.677520424300866,"A","A",1,0.321129,0.449915,0.329735,0.358085
12,13,-0.400779231834163,-0.173117656354402,-0.0991538689634707,-0.385740535386921,-0.0275107860138093,0.405779745639649,"A","B",0,0.155063,0.392106,0.404088,0.437458
12,14,-0.0972304645278148,-0.173117656354402,-0.324329106867611,-0.426681487733129,-0.180312029028551,-0.127869189531735,"A","A",1,0.383241,0.239886,0.398987,0.257881
12,15,-0.157940217989084,-0.0213432727012277,-0.467622440079336,-0.508563392425543,-0.571965296008592,0.231949942705033,"A","B",0,0.142964,0.200621,0.27479,0.139466
12,16,0.919657905948452,0.479512193354247,0.903899463518607,0.494489940056535,-0.371752966110581,1.06378066794284,"A","A",1,0.0898702,0.427352,0.0898702,0.427352
13,1,-0.368967565794261,-0.216308647792961,-0.278786986523087,-0.398178290788736,-0.694807204732947,-0.441745901441544,"A","B",0,0.218233,0.41552,0.294729,0.498975
13,2,-0.208273967898155,-0.48948776421634,-0.404811141025716,-0.358381189366853,-0.0946524318669102,-0.37427845065629,"A","A",1,0.549861,0.226589,0.549861,0.226589
13,3,0.0367837688934053,0.125165247736263,0.218676781250451,0.192145380302529,0.675760233172401,-0.0518897816847968,"A","B",0,0.631264,0.685957,0.631264,0.685957
13,4,0.185425346947303,-0.228360667635168,0.0263241243780163,0.112551177458763,0.328010021234901,-0.109593320622122,"A","A",1,0.415376,0.440458,0.37554,0.482746
13,5,0.731783579794061,0.233633426316134,0.523787892151554,0.709507698787008,0.858796382023168,-0.206742447729114,"A","B",0,0.155662,0.290355,0.35861,0.39507
13,6,-0.0154416504228289,-0.292638106793611,-0.172661382731399,-0.278786986523087,-0.0657403755016563,-0.198769184979939,"A","A",1,0.242315,0.320538,0.242315,0.320538
13,7,0.0970438681044448,-0.115875149107895,-0.0333715277548082,-0.0134729770438666,0.0309982876285443,-0.0581262687321733,"A","B",0,0.068758,0.378982,0.288964,0.317738
13,8,0.0890091882096396,-0.364950225846858,-0.0466372282287692,-0.0466372282287691,-0.301836689552294,-0.251642075990399,"A","A",1,0.474472,0.623793,0.597169,0.59973
13,9,0.0086623892615869,0.0408011088408079,-0.0665357789397107,-0.245622735338184,0.587348857971359,-0.237591380984853,"A","B",0,0.256419,0.214931,0.214204,0.204427
13,10,-0.196221948055947,-0.421192985110495,-0.384912590314775,-0.132864281309516,-0.15068846089852,-0.245051563763039,"A","A",1,0.0915721,0.367154,0.0626397,0.389405
13,11,0.39432702421224,0.703662200162242,0.616647795469281,0.576850694047398,-0.0994035523982722,-0.45067349293676,"A","B",0,0.274529,0.462846,0.481377,0.377009
13,12,0.245685446158342,-0.292638106793611,0.0661212257998994,0.0528555253259384,1.2721874800492,-0.335887241827007,"A","A",1,0.31079,0.275905,0.324378,0.256112
13,13,-0.284603426898805,-0.473418404426729,-0.398178290788736,-0.484405343869482,-0.0130727164795921,-0.28553100807425,"A","B",0,0.118486,0.377938,0.418813,0.499397
13,14,0.0930265281570422,0.269789485842758,0.178879679828568,0.278372433383275,0.314785384982648,-0.325943751989232,"A","A",1,0.172181,0.157157,0.28483,0.166878
13,15,0.221581406473926,-0.04758037000205,0.0528555253259384,-0.126231431072535,-0.0200044268876592,-0.306090122511796,"A","B",0,0.461512,0.516408,0.518389,0.459975
13,16,0.542968602266137,-0.00338963058062103,0.377865186937983,-0.112965730598574,1.41419005822009,-0.16231485304114,"A","A",1,0.352056,0.414719,0.359955,0.380162
14,1,-0.380910365930436,-0.481925269602596,-0.440125144857146,-0.371589842494963,-0.327975555105475,0.0701760474519888,"A","B",0,0.688584,0.242196,0.403509,0.634325
14,2,-0.158677577851685,-0.374176039018959,-0.520082997613027,-0.165983935408413,-0.301706196916998,0.197896350126595,"A","A",1,0.229344,0.194121,0.0953231,0.238959
14,3,-0.232755173877935,-0.327035750638618,-0.165983935408413,-0.337322191313871,-0.521374437651943,0.544022491973309,"A","B",0,0.392467,0.0855113,0.413338,0.0551967
14,4,0.164570113899227,0.110695498607409,0.222382777977293,0.176692576402504,-0.436842784748229,0.737188076489684,"A","A",1,0.142684,0.0989097,0.179488,0.166025
14,5,0.124164152430363,0.588832709322299,0.142424925221412,1.11334170868568,-0.383912646120785,0.317933371010137,"A","B",0,0.236356,0.133265,0.276262,0.155318
14,6,0.077023864050022,-0.0105223857991833,-0.165983935408413,-0.25736433855799,-0.452546334373825,0.52019757870014,"A","A",1,0.391504,0.338589,0.430136,0.17364
14,7,-0.515596904159983,-0.636814788566575,-0.508660447219329,-0.291631989739082,-0.471510872020055,-0.581433127198896,"A","B",0,0.286571,-1.19209e-07,0.241991,0.155986
